timestamp,user,amount
2026-05-27T10:38:02.438243,charlie,2309
2026-05-27T10:38:03.440751,bob,1038
2026-05-27T10:38:04.446594,charlie,3169
2026-05-27T10:38:05.454192,diana,2088
2026-05-27T10:38:06.470889,charlie,4822
2026-05-27T10:38:07.474486,alice,899
2026-05-27T10:38:08.479030,charlie,2818
2026-05-27T10:38:09.483112,diana,1845
2026-05-27T10:38:10.485674,diana,1380
2026-05-27T10:38:11.497032,charlie,3888
2026-05-27T10:38:12.501403,charlie,2295
2026-05-27T10:38:13.505572,alice,2210
2026-05-27T10:38:14.511088,bob,389
2026-05-27T10:38:15.516260,charlie,2147
2026-05-27T10:38:16.521570,bob,2793
2026-05-27T10:38:17.531797,bob,4103
2026-05-27T10:38:18.538017,diana,2179
2026-05-27T10:38:19.547757,charlie,1868
2026-05-27T10:38:20.550352,charlie,2793
2026-05-27T10:38:21.553083,charlie,1843
2026-05-27T10:38:22.557012,alice,2597
2026-05-27T10:38:23.563941,charlie,2586
2026-05-27T10:38:24.574350,alice,3527
2026-05-27T10:38:25.576458,diana,907
2026-05-27T10:38:26.577939,charlie,3167
2026-05-27T10:38:27.579677,diana,1590
2026-05-27T10:38:28.586814,bob,1386
2026-05-27T10:38:29.591787,alice,1320
2026-05-27T10:38:30.593933,charlie,2396
2026-05-27T10:38:31.597692,alice,3089
2026-05-27T10:38:32.605093,charlie,2132
2026-05-27T10:38:33.606756,alice,17
2026-05-27T10:38:34.609541,diana,895
2026-05-27T10:38:35.611817,diana,4510
2026-05-27T10:38:36.614080,charlie,3879
2026-05-27T10:38:37.617195,alice,156
2026-05-27T10:38:38.621398,bob,3955
2026-05-27T10:38:39.625079,charlie,72
2026-05-27T10:38:40.628970,alice,2571
2026-05-27T10:38:41.633234,alice,4371
2026-05-27T10:38:42.636215,alice,62
2026-05-27T10:38:43.638684,bob,2543
2026-05-27T10:38:44.643956,alice,3138
2026-05-27T10:38:45.646108,diana,1962
2026-05-27T10:38:46.648839,charlie,1829
2026-05-27T10:38:47.653261,diana,1132
2026-05-27T10:38:48.659135,alice,4392
2026-05-27T10:38:49.663657,diana,128
2026-05-27T10:38:50.666800,charlie,1546
2026-05-27T10:38:51.670967,diana,1748
2026-05-27T10:38:52.674081,alice,4649
2026-05-27T10:38:53.677422,bob,1003
2026-05-27T10:38:54.685136,alice,1531
2026-05-27T10:38:55.690013,alice,1537
2026-05-27T10:38:56.696929,bob,4528
2026-05-27T10:38:57.705473,alice,3438
2026-05-27T10:38:58.715499,bob,2277
2026-05-27T10:38:59.718993,bob,4322
2026-05-27T10:39:00.723819,bob,2234
2026-05-27T10:39:01.729853,charlie,4355
2026-05-27T10:39:02.741742,alice,3284
2026-05-27T10:39:03.752741,alice,4708
2026-05-27T10:39:04.759677,charlie,163
2026-05-27T10:39:05.768016,bob,3897
2026-05-27T10:39:06.772098,diana,2575
2026-05-27T10:39:07.784043,alice,3349
2026-05-27T10:39:08.788287,alice,2716
2026-05-27T10:39:09.796274,bob,1671
2026-05-27T10:39:10.803567,charlie,3779
2026-05-27T10:39:11.807862,diana,1006
2026-05-27T10:39:12.811875,diana,3128
2026-05-27T10:39:13.840108,charlie,1205
2026-05-27T10:39:14.849535,charlie,3103
2026-05-27T10:39:15.856308,diana,3139
2026-05-27T10:39:16.861596,bob,2213
2026-05-27T10:39:17.864522,bob,300
2026-05-27T10:39:18.868546,bob,2804
2026-05-27T10:39:19.875065,bob,135
2026-05-27T10:39:20.883225,alice,2996
2026-05-27T10:39:21.888238,charlie,253
2026-05-27T10:39:22.893381,charlie,3032
2026-05-27T10:39:23.897686,charlie,1422
2026-05-27T10:39:24.905068,bob,143
2026-05-27T10:39:25.918054,alice,1629
2026-05-27T10:39:26.925242,alice,1283
2026-05-27T10:39:27.928477,charlie,2719
2026-05-27T10:39:28.932875,bob,509
2026-05-27T10:39:29.944544,alice,4319
2026-05-27T10:39:30.953559,bob,4151
2026-05-27T10:39:31.960620,alice,2426
2026-05-27T10:39:32.970561,diana,1723
2026-05-27T10:39:33.974907,charlie,395
2026-05-27T10:39:34.979092,diana,3326
2026-05-27T10:39:35.990480,diana,4620
2026-05-27T10:39:37.000659,alice,3756
2026-05-27T10:39:38.010462,charlie,987
2026-05-27T10:39:39.019663,alice,2788
2026-05-27T10:39:40.030487,bob,451
2026-05-27T10:39:41.035642,charlie,2047
2026-05-27T10:39:42.040757,charlie,2150
2026-05-27T10:39:43.049359,diana,3578
2026-05-27T10:39:44.078748,diana,3364
2026-05-27T10:39:45.089177,bob,862
2026-05-27T10:39:46.094556,bob,1907
2026-05-27T10:39:47.101098,charlie,4913
2026-05-27T10:39:48.104220,alice,4487
2026-05-27T10:39:49.113545,bob,1512
2026-05-27T10:39:50.119044,diana,1788
2026-05-27T10:39:51.124158,charlie,1104
2026-05-27T10:39:52.140274,charlie,3829
2026-05-27T10:39:53.144788,diana,2011
2026-05-27T10:39:54.146704,charlie,2517
2026-05-27T10:39:55.147680,alice,1318
2026-05-27T10:39:56.152635,bob,966
2026-05-27T10:39:57.157357,diana,3156
2026-05-27T10:39:58.165025,diana,709
2026-05-27T10:39:59.170484,charlie,806
2026-05-27T10:40:00.177817,diana,1113
2026-05-27T10:40:01.182081,bob,488
2026-05-27T10:40:02.190750,alice,2560
2026-05-27T10:40:03.201468,alice,427
2026-05-27T10:40:04.205703,diana,4259
2026-05-27T10:40:05.213019,bob,3512
2026-05-27T10:40:06.218512,bob,1259
2026-05-27T10:40:07.229491,alice,2419
2026-05-27T10:40:08.235993,diana,552
2026-05-27T10:40:09.242146,diana,1967
2026-05-27T10:40:10.246998,diana,2116
2026-05-27T10:40:11.250911,charlie,1407
2026-05-27T10:40:12.262363,bob,1805
2026-05-27T10:40:13.265812,bob,2805
2026-05-27T10:40:14.275166,diana,596
2026-05-27T10:40:15.277521,bob,1063
2026-05-27T10:40:16.278599,alice,99
2026-05-27T10:40:17.280853,alice,1641
2026-05-27T10:40:18.285627,alice,3047
2026-05-27T10:40:19.295330,bob,3027
2026-05-27T10:40:20.301121,bob,2098
2026-05-27T10:40:21.307335,charlie,855
2026-05-27T10:40:22.311637,diana,2469
2026-05-27T10:40:23.319378,charlie,2116
2026-05-27T10:40:24.324955,alice,1362
2026-05-27T10:40:25.337436,diana,3968
2026-05-27T10:40:26.340008,diana,1775
2026-05-27T10:40:27.344590,diana,1150
2026-05-27T10:40:28.351644,bob,755
2026-05-27T10:40:29.353653,diana,1637
2026-05-27T10:40:30.357755,bob,1385
2026-05-27T10:40:31.365929,bob,2873
2026-05-27T10:40:32.376087,diana,1419
2026-05-27T10:40:33.379553,bob,4864
2026-05-27T10:40:34.382779,bob,665
2026-05-27T10:40:35.385315,charlie,3208
2026-05-27T10:40:36.390888,charlie,4417
2026-05-27T10:40:37.397316,bob,1342
2026-05-27T10:40:38.403968,diana,3406
2026-05-27T10:40:39.412970,diana,848
2026-05-27T10:40:40.417674,diana,878
2026-05-27T10:40:41.421474,diana,2666
2026-05-27T10:40:42.423364,diana,4116
2026-05-27T10:40:43.429673,diana,2300
2026-05-27T10:40:44.438258,bob,516
2026-05-27T10:40:45.446549,bob,898
2026-05-27T10:40:46.456372,diana,1406
2026-05-27T10:40:47.460676,alice,449
2026-05-27T10:40:48.462785,alice,206
2026-05-27T10:40:49.467974,alice,366
2026-05-27T10:40:50.477608,alice,4928
2026-05-27T10:40:51.480253,diana,4889
2026-05-27T10:40:52.484837,charlie,1280
2026-05-27T10:40:53.489924,diana,157
2026-05-27T10:40:54.496537,charlie,1375
2026-05-27T10:40:55.501328,alice,3095
2026-05-27T10:40:56.509220,diana,3202
2026-05-27T10:40:57.518283,charlie,1808
2026-05-27T10:40:58.521563,charlie,955
2026-05-27T10:40:59.524519,bob,915
2026-05-27T10:41:00.531248,bob,4619
2026-05-27T10:41:01.540070,diana,260
2026-05-27T10:41:02.549419,charlie,2751
2026-05-27T10:41:03.554654,bob,3991
2026-05-27T10:41:04.558489,alice,3470
2026-05-27T10:41:05.565134,charlie,4655
2026-05-27T10:41:06.573855,alice,1417
2026-05-27T10:41:07.581739,bob,2764
2026-05-27T10:41:08.586635,diana,3924
2026-05-27T10:41:09.590323,alice,3102
2026-05-27T10:41:10.595528,bob,861
2026-05-27T10:41:11.601632,alice,4355
2026-05-27T10:41:12.606915,alice,704
2026-05-27T10:41:13.609678,alice,4146
2026-05-27T10:41:14.613420,alice,623
2026-05-27T10:41:15.616371,diana,3777
2026-05-27T10:41:16.620658,bob,4703
2026-05-27T10:41:17.627422,charlie,2020
2026-05-27T10:41:18.632911,charlie,3935
2026-05-27T10:41:19.641630,diana,2188
2026-05-27T10:41:20.645837,charlie,2332
2026-05-27T10:41:21.649096,charlie,3030
2026-05-27T10:41:22.659179,diana,1869
2026-05-27T10:41:23.665932,diana,2790
2026-05-27T10:41:24.670908,bob,4639
2026-05-27T10:41:25.676472,diana,4254
2026-05-27T10:41:26.679084,bob,3063
2026-05-27T10:41:27.684617,charlie,2836
2026-05-27T10:41:28.694850,alice,2007
2026-05-27T10:41:29.698169,bob,2889
2026-05-27T10:41:30.700810,alice,978
2026-05-27T10:41:31.706815,bob,1736
2026-05-27T10:41:32.713231,diana,517
2026-05-27T10:41:33.716416,bob,3619
2026-05-27T10:41:34.722751,bob,2607
2026-05-27T10:41:35.730093,charlie,2688
2026-05-27T10:41:36.731704,bob,4824
2026-05-27T10:41:37.734480,bob,2106
2026-05-27T10:41:38.737804,charlie,4845
2026-05-27T10:41:39.749195,diana,168
2026-05-27T10:41:40.760962,charlie,1865
2026-05-27T10:41:41.767641,bob,769
2026-05-27T10:41:42.777738,charlie,3332
2026-05-27T10:41:43.782213,charlie,864
2026-05-27T10:41:44.784530,alice,355
2026-05-27T10:41:45.787896,bob,4072
2026-05-27T10:41:46.792072,alice,34
2026-05-27T10:41:47.802114,charlie,3167
2026-05-27T10:41:48.805342,diana,1062
2026-05-27T10:41:49.810219,diana,3428
2026-05-27T10:41:50.814501,alice,2718
2026-05-27T10:41:51.822987,alice,4864
2026-05-27T10:41:52.834203,diana,4705
2026-05-27T10:41:53.839572,bob,3072
2026-05-27T10:41:54.841414,charlie,2493
2026-05-27T10:41:55.845704,charlie,1269
2026-05-27T10:41:56.849771,charlie,813
2026-05-27T10:41:57.856843,alice,3503
2026-05-27T10:41:58.862099,diana,2422
2026-05-27T10:41:59.873429,bob,4529
2026-05-27T10:42:00.876409,bob,690
2026-05-27T10:42:01.880098,bob,1033
2026-05-27T10:42:02.882907,diana,2558
2026-05-27T10:42:03.890125,alice,1050
2026-05-27T10:42:04.896601,charlie,4913
2026-05-27T10:42:05.902696,alice,2919
2026-05-27T10:42:06.906294,diana,215
2026-05-27T10:42:07.912984,diana,3267
2026-05-27T10:42:08.916846,alice,3799
2026-05-27T10:42:09.924705,charlie,1989
2026-05-27T10:42:10.933018,diana,478
2026-05-27T10:42:11.940408,alice,4466
2026-05-27T10:42:12.946738,alice,704
2026-05-27T10:42:13.952164,charlie,3178
2026-05-27T10:42:14.954523,bob,4383
2026-05-27T10:42:15.961088,alice,3158
2026-05-27T10:42:16.968004,diana,4203
2026-05-27T10:42:17.977188,bob,4811
2026-05-27T10:42:18.984094,charlie,2934
2026-05-27T10:42:19.988062,diana,2036
2026-05-27T10:42:20.995453,bob,2702
2026-05-27T10:42:22.000956,diana,4634
2026-05-27T10:42:23.005120,diana,2447
2026-05-27T10:42:24.013344,alice,1420
2026-05-27T10:42:25.019647,diana,2840
2026-05-27T10:42:26.022438,bob,3618
2026-05-27T10:42:27.026118,charlie,1165
2026-05-27T10:42:28.030124,alice,554
2026-05-27T10:42:29.042446,charlie,95
2026-05-27T10:42:30.050174,bob,1706
2026-05-27T10:42:31.052186,alice,762
2026-05-27T10:42:32.056779,charlie,4962
2026-05-27T10:42:33.062229,bob,3054
2026-05-27T10:42:34.067070,charlie,396
2026-05-27T10:42:35.077020,bob,932
2026-05-27T10:42:36.079996,alice,4640
2026-05-27T10:42:37.085482,diana,1203
2026-05-27T10:42:38.088995,bob,1206
2026-05-27T10:42:39.093287,charlie,2480
2026-05-27T10:42:40.096347,alice,2025
2026-05-27T10:42:41.103333,bob,4922
2026-05-27T10:42:42.110151,diana,1045
2026-05-27T10:42:43.115584,bob,4291
2026-05-27T10:42:44.120831,diana,2793
2026-05-27T10:42:45.123682,diana,1056
2026-05-27T10:42:46.130370,diana,1669
2026-05-27T10:42:47.140186,bob,2706
2026-05-27T10:42:48.145187,bob,107
2026-05-27T10:42:49.149693,charlie,4928
2026-05-27T10:42:50.160922,diana,4051
2026-05-27T10:42:51.171961,diana,4071
2026-05-27T10:42:52.176106,charlie,3005
2026-05-27T10:42:53.180009,alice,3208
2026-05-27T10:42:54.188365,diana,2886
2026-05-27T10:42:55.192045,diana,2334
2026-05-27T10:42:56.200869,diana,3318
2026-05-27T10:42:57.207914,charlie,1069
2026-05-27T10:42:58.212505,diana,277
2026-05-27T10:42:59.218029,diana,2432
2026-05-27T10:43:00.220108,bob,1225
2026-05-27T10:43:01.228014,diana,3487
2026-05-27T10:43:02.234634,bob,2812
2026-05-27T10:43:03.240815,diana,2324
2026-05-27T10:43:04.245572,charlie,4125
2026-05-27T10:43:05.256349,bob,1133
2026-05-27T10:43:06.261198,diana,3506
2026-05-27T10:43:07.266960,alice,3853
2026-05-27T10:43:08.271560,bob,4666
2026-05-27T10:43:09.277562,alice,574
2026-05-27T10:43:10.282068,diana,2825
2026-05-27T10:43:11.286500,charlie,2854
2026-05-27T10:43:12.288249,bob,1981
2026-05-27T10:43:13.305178,alice,3596
2026-05-27T10:43:14.308716,bob,803
2026-05-27T10:43:15.313066,diana,3131
2026-05-27T10:43:16.315823,charlie,4864
2026-05-27T10:43:17.316883,charlie,490
2026-05-27T10:43:18.320065,bob,2261
2026-05-27T10:43:19.324035,bob,4755
2026-05-27T10:43:20.330674,diana,3285
2026-05-27T10:43:21.337073,bob,277
2026-05-27T10:43:22.341694,alice,4819
2026-05-27T10:43:23.348130,charlie,4208
2026-05-27T10:43:24.356729,alice,2858
2026-05-27T10:43:25.361592,diana,4552
2026-05-27T10:43:26.366597,charlie,1207
2026-05-27T10:43:27.380194,alice,1283
2026-05-27T10:43:28.390686,bob,2900
2026-05-27T10:43:29.401117,bob,1437
2026-05-27T10:43:30.402863,charlie,4076
2026-05-27T10:43:31.405860,alice,3068
2026-05-27T10:43:32.407744,bob,4779
2026-05-27T10:43:33.410182,diana,3099
2026-05-27T10:43:34.420112,bob,2673
2026-05-27T10:43:35.422116,charlie,998
2026-05-27T10:43:36.425401,bob,3507
2026-05-27T10:43:37.433697,diana,310
2026-05-27T10:43:38.441661,diana,3070
2026-05-27T10:43:39.447245,charlie,4714
2026-05-27T10:43:40.450399,diana,3875
2026-05-27T10:43:41.458978,bob,4110
2026-05-27T10:43:42.462997,bob,2262
2026-05-27T10:43:43.472093,alice,873
2026-05-27T10:43:44.477143,charlie,3120
2026-05-27T10:43:45.484739,charlie,1067
2026-05-27T10:43:46.488725,charlie,1194
2026-05-27T10:43:47.492460,alice,2098
2026-05-27T10:43:48.495140,bob,1597
2026-05-27T10:43:49.498453,charlie,1965
2026-05-27T10:43:50.503987,charlie,4912
2026-05-27T10:43:51.514034,charlie,466
2026-05-27T10:43:52.519062,bob,2282
2026-05-27T10:43:53.524532,alice,775
2026-05-27T10:43:54.533350,bob,2043
2026-05-27T10:43:55.537293,diana,2617
2026-05-27T10:43:56.545240,charlie,968
2026-05-27T10:43:57.551140,alice,927
2026-05-27T10:43:58.554888,alice,3626
2026-05-27T10:43:59.558605,bob,4809
2026-05-27T10:44:00.563241,bob,732
2026-05-27T10:44:01.566145,diana,294
2026-05-27T10:44:02.572189,diana,2952
2026-05-27T10:44:03.580658,alice,3297
2026-05-27T10:44:04.583881,diana,4777
2026-05-27T10:44:05.588543,alice,3347
2026-05-27T10:44:06.593523,alice,1154
2026-05-27T10:44:07.599213,alice,4961
2026-05-27T10:44:08.606047,alice,1477
2026-05-27T10:44:09.611339,charlie,420
2026-05-27T10:44:10.618414,alice,2303
2026-05-27T10:44:11.621596,charlie,960
2026-05-27T10:44:12.627084,charlie,3796
2026-05-27T10:44:13.639180,diana,2099
2026-05-27T10:44:14.654128,charlie,863
2026-05-27T10:44:15.659553,diana,3955
2026-05-27T10:44:16.665479,charlie,4649
2026-05-27T10:44:17.676110,alice,2788
2026-05-27T10:44:18.679925,bob,460
2026-05-27T10:44:19.687278,bob,3752
2026-05-27T10:44:20.693206,charlie,4185
2026-05-27T10:44:21.706918,alice,2023
2026-05-27T10:44:22.710014,diana,4440
2026-05-27T10:44:23.713766,charlie,3537
2026-05-27T10:44:24.718578,alice,3856
2026-05-27T10:44:25.723995,diana,4681
2026-05-27T10:44:26.729246,diana,1092
2026-05-27T10:44:27.735808,diana,2524
2026-05-27T10:44:28.742703,diana,1602
2026-05-27T10:44:29.749836,diana,4325
2026-05-27T10:44:30.753848,charlie,3550
2026-05-27T10:44:31.758855,charlie,833
2026-05-27T10:44:32.764083,alice,4358
2026-05-27T10:44:33.773413,alice,1598
2026-05-27T10:44:34.779765,bob,1067
2026-05-27T10:44:35.782920,alice,2002
2026-05-27T10:44:36.784597,bob,2580
2026-05-27T10:44:37.786311,bob,2936
2026-05-27T10:44:38.791099,diana,3969
2026-05-27T10:44:39.795497,diana,1725
2026-05-27T10:44:40.805286,diana,2477
2026-05-27T10:44:41.818921,charlie,4698
2026-05-27T10:44:42.821998,bob,2230
2026-05-27T10:44:43.826844,bob,2188
2026-05-27T10:44:44.828388,bob,4823
2026-05-27T10:44:45.832636,charlie,4992
2026-05-27T10:44:46.838522,charlie,191
2026-05-27T10:44:47.841995,diana,4120
2026-05-27T10:44:48.844403,diana,3841
2026-05-27T10:44:49.849170,alice,829
2026-05-27T10:44:50.852844,diana,1781
2026-05-27T10:44:51.858473,bob,1269
2026-05-27T10:44:52.866137,diana,4385
2026-05-27T10:44:53.870327,bob,3776
2026-05-27T10:44:54.873716,diana,3949
2026-05-27T10:44:55.877370,diana,4410
2026-05-27T10:44:56.888256,charlie,4275
2026-05-27T10:44:57.893111,charlie,3474
2026-05-27T10:44:58.898679,alice,642
2026-05-27T10:44:59.901153,diana,501
2026-05-27T10:45:00.907014,charlie,4126
2026-05-27T10:45:01.913564,alice,1122
2026-05-27T10:45:02.920878,charlie,75
2026-05-27T10:45:03.929650,charlie,3704
2026-05-27T10:45:04.933800,charlie,4908
2026-05-27T10:45:05.937300,alice,624
2026-05-27T10:45:06.939974,charlie,914
2026-05-27T10:45:07.944331,bob,1029
2026-05-27T10:45:08.956114,charlie,4377
2026-05-27T10:45:09.964077,diana,1107
2026-05-27T10:45:10.970733,charlie,1251
2026-05-27T10:45:11.972469,charlie,1786
2026-05-27T10:45:12.974600,charlie,119
2026-05-27T10:45:13.981474,bob,1041
